Trial		Time		S		E		ES		P
1		0		1000		100		0		0
1		0.0010338		999		99		1		0
1		0.00436929		998		98		2		0
1		0.00884418		997		97		3		0
1		0.0129986		996		96		4		0
1		0.0206975		995		95		5		0
1		0.0290603		994		94		6		0
1		0.035604		993		93		7		0
1		0.0430355		992		92		8		0
1		0.0493159		991		91		9		0
1		0.0515812		990		90		10		0
1		0.0641705		989		89		11		0
1		0.0720358		988		88		12		0
1		0.0970731		987		87		13		0
1		0.0975303		986		86		14		0
1		0.115924		985		85		15		0
1		0.147282		984		84		16		0
1		0.153683		983		83		17		0
1		0.165753		982		82		18		0
1		0.165969		981		81		19		0
1		0.172184		980		80		20		0
1		0.1748		979		79		21		0
1		0.184805		978		78		22		0
1		0.188597		977		77		23		0
1		0.200518		976		76		24		0
1		0.211218		975		75		25		0
1		0.22278		974		74		26		0
1		0.223031		973		73		27		0
1		0.227908		972		72		28		0
1		0.229648		971		71		29		0
1		0.230042		970		70		30		0
1		0.231617		969		69		31		0
1		0.239527		968		68		32		0
1		0.240552		967		67		33		0
1		0.24248		966		66		34		0
1		0.248404		965		65		35		0
1		0.249754		964		64		36		0
1		0.253441		963		63		37		0
1		0.263531		962		62		38		0
1		0.276475		961		61		39		0
1		0.282529		960		60		40		0
1		0.290547		959		59		41		0
1		0.299029		958		58		42		0
1		0.312613		957		57		43		0
1		0.350267		956		56		44		0
1		0.35911		955		55		45		0
1		0.371567		954		54		46		0
1		0.372632		953		53		47		0
1		0.387849		952		52		48		0
1		0.388802		951		51		49		0
1		0.394537		950		50		50		0
1		0.409279		949		49		51		0
1		0.411974		948		48		52		0
1		0.429125		947		47		53		0
1		0.446839		946		46		54		0
1		0.449113		945		45		55		0
1		0.449187		945		46		54		1
1		0.461508		944		45		55		1
1		0.466973		943		44		56		1
1		0.478393		942		43		57		1
1		0.49103		941		42		58		1
1		0.513968		940		41		59		1
1		0.516786		939		40		60		1
1		0.519055		938		39		61		1
1		0.535236		937		38		62		1
1		0.561565		936		37		63		1
1		0.564629		935		36		64		1
1		0.588491		934		35		65		1
1		0.589183		933		34		66		1
1		0.602734		932		33		67		1
1		0.621917		931		32		68		1
1		0.650604		930		31		69		1
1		0.659045		929		30		70		1
1		0.684646		928		29		71		1
1		0.717312		928		30		70		2
1		0.719662		927		29		71		2
1		0.730697		928		30		70		2
1		0.732448		927		29		71		2
1		0.75393		928		30		70		2
1		0.762452		927		29		71		2
1		0.82865		926		28		72		2
1		0.842819		925		27		73		2
1		0.85021		926		28		72		2
1		0.940758		926		29		71		3
1		0.94393		925		28		72		3
1		0.969659		924		27		73		3
1		0.972598		923		26		74		3
1		0.976296		922		25		75		3
1		0.981788		922		26		74		4
1		0.991111		922		27		73		5
1		1.01063		921		26		74		5
1		1.05806		920		25		75		5
1		1.0798		919		24		76		5
1		1.12683		918		23		77		5
1		1.13687		917		22		78		5
1		1.15604		916		21		79		5
1		1.15628		916		22		78		6
1		1.17265		915		21		79		6
1		1.17904		916		22		78		6
1		1.20971		915		21		79		6
1		1.21087		916		22		78		6
1		1.25009		915		21		79		6
1		1.26334		914		20		80		6
1		1.27123		913		19		81		6
1		1.27414		913		20		80		7
1		1.27887		912		19		81		7
1		1.28021		911		18		82		7
1		1.41247		910		17		83		7
1		1.44984		909		16		84		7
1		1.45846		908		15		85		7
1		1.46324		908		16		84		8
1		1.47192		909		17		83		8
1		1.49713		908		16		84		8
1		1.50361		908		17		83		9
1		1.52877		907		16		84		9
1		1.5631		908		17		83		9
1		1.60381		907		16		84		9
1		1.61133		906		15		85		9
1		1.6141		905		14		86		9
1		1.61674		904		13		87		9
1		1.62923		903		12		88		9
1		1.62962		902		11		89		9
1		1.70434		901		10		90		9
1		1.70447		900		9		91		9
1		1.7071		899		8		92		9
1		1.70865		898		7		93		9
1		1.72293		897		6		94		9
1		1.7459		896		5		95		9
1		1.76271		895		4		96		9
1		1.82687		894		3		97		9
1		1.82936		893		2		98		9
1		1.83678		892		1		99		9
1		1.8494		893		2		98		9
1		1.86813		894		3		97		9
1		1.98987		893		2		98		9
1		2.0336		892		1		99		9
1		2.10644		892		2		98		10
1		2.12298		891		1		99		10
1		2.13552		891		2		98		11
1		2.16927		892		3		97		11
1		2.18324		891		2		98		11
1		2.19271		891		3		97		12
1		2.20331		890		2		98		12
1		2.25727		889		1		99		12
1		2.30846		890		2		98		12
1		2.37013		890		3		97		13
1		2.38038		890		4		96		14
1		2.40152		891		5		95		14
1		2.4098		890		4		96		14
1		2.43764		890		5		95		15
1		2.44113		889		4		96		15
1		2.45073		889		5		95		16
1		2.50059		888		4		96		16
1		2.51067		888		5		95		17
1		2.55094		887		4		96		17
1		2.66145		886		3		97		17
1		2.66383		887		4		96		17
1		2.70867		887		5		95		18
1		2.74567		887		6		94		19
1		2.79452		886		5		95		19
1		2.88252		887		6		94		19
1		2.977		888		7		93		19
1		2.99859		887		6		94		19
1		3.05189		888		7		93		19
1		3.09404		888		8		92		20
1		3.10978		887		7		93		20
1		3.1246		887		8		92		21
1		3.15506		886		7		93		21
1		3.16655		885		6		94		21
1		3.19732		886		7		93		21
1		3.20178		885		6		94		21
1		3.27662		886		7		93		21
1		3.3375		885		6		94		21
1		3.37601		885		7		93		22
1		3.40284		886		8		92		22
1		3.48674		886		9		91		23
1		3.51003		886		10		90		24
1		3.5175		885		9		91		24
1		3.5298		886		10		90		24
1		3.53333		885		9		91		24
1		3.54952		885		10		90		25
1		3.64874		884		9		91		25
1		3.70876		883		8		92		25
1		3.71192		882		7		93		25
1		3.75488		882		8		92		26
1		3.75949		881		7		93		26
1		3.82248		881		8		92		27
1		3.89096		880		7		93		27
1		3.90976		881		8		92		27
1		3.93458		880		7		93		27
1		4.06419		879		6		94		27
1		4.07512		880		7		93		27
1		4.07718		880		8		92		28
1		4.13762		879		7		93		28
1		4.1514		878		6		94		28
1		4.18249		877		5		95		28
1		4.19283		877		6		94		29
1		4.22705		877		7		93		30
1		4.25453		877		8		92		31
1		4.2717		878		9		91		31
1		4.28185		877		8		92		31
1		4.28897		877		9		91		32
1		4.39009		877		10		90		33
1		4.46592		877		11		89		34
1		4.51612		877		12		88		35
1		4.54525		876		11		89		35
1		4.5621		875		10		90		35
1		4.61658		874		9		91		35
1		4.64087		873		8		92		35
1		4.69285		874		9		91		35
1		4.71131		873		8		92		35
1		4.72541		873		9		91		36
1		4.75819		872		8		92		36
1		4.75984		872		9		91		37
1		4.83887		871		8		92		37
1		4.84047		871		9		91		38
1		4.85024		870		8		92		38
1		4.95317		870		9		91		39
1		4.95591		869		8		92		39
1		4.9803		869		9		91		40
1		5.0515		868		8		92		40
1		5.05797		869		9		91		40
1		5.07976		868		8		92		40
1		5.1364		868		9		91		41
1		5.16472		869		10		90		41
1		5.18105		869		11		89		42
1		5.2652		869		12		88		43
1		5.29294		869		13		87		44
1		5.29352		868		12		88		44
1		5.29389		867		11		89		44
1		5.30962		866		10		90		44
1		5.32663		865		9		91		44
1		5.37458		864		8		92		44
1		5.39516		863		7		93		44
1		5.4636		863		8		92		45
1		5.47012		863		9		91		46
1		5.4793		863		10		90		47
1		5.50573		863		11		89		48
1		5.5378		864		12		88		48
1		5.57773		865		13		87		48
1		5.62542		864		12		88		48
1		5.64026		864		13		87		49
1		5.69044		863		12		88		49
1		5.76533		862		11		89		49
1		5.7684		862		12		88		50
1		5.76892		862		13		87		51
1		5.81783		863		14		86		51
1		5.83501		862		13		87		51
1		5.84516		861		12		88		51
1		5.90204		860		11		89		51
1		5.91991		859		10		90		51
1		5.93376		858		9		91		51
1		5.98401		859		10		90		51
1		6.00331		858		9		91		51
1		6.05857		858		10		90		52
1		6.07978		857		9		91		52
1		6.13138		857		10		90		53
1		6.15892		856		9		91		53
1		6.22573		855		8		92		53
1		6.28376		855		9		91		54
1		6.35733		855		10		90		55
1		6.37535		854		9		91		55
1		6.37862		853		8		92		55
1		6.47493		852		7		93		55
1		6.49541		851		6		94		55
1		6.5904		850		5		95		55
1		6.59916		851		6		94		55
1		6.60377		850		5		95		55
1		6.63146		850		6		94		56
1		6.72613		850		7		93		57
1		6.77522		849		6		94		57
1		6.81052		849		7		93		58
1		6.82158		850		8		92		58
1		6.85707		850		9		91		59
1		6.94735		849		8		92		59
1		7.05956		848		7		93		59
1		7.06216		849		8		92		59
1		7.07896		848		7		93		59
1		7.15022		849		8		92		59
1		7.16066		850		9		91		59
1		7.16512		850		10		90		60
1		7.19823		850		11		89		61
1		7.20898		851		12		88		61
1		7.2234		850		11		89		61
1		7.23422		849		10		90		61
1		7.26396		848		9		91		61
1		7.26744		847		8		92		61
1		7.28779		846		7		93		61
1		7.32471		846		8		92		62
1		7.3433		845		7		93		62
1		7.34552		846		8		92		62
1		7.35662		845		7		93		62
1		7.35861		845		8		92		63
1		7.37564		845		9		91		64
1		7.39543		844		8		92		64
1		7.54438		843		7		93		64
1		7.6023		842		6		94		64
1		7.60622		842		7		93		65
1		7.62536		843		8		92		65
1		7.64809		842		7		93		65
1		7.69725		841		6		94		65
1		7.81351		841		7		93		66
1		7.8566		840		6		94		66
1		7.85669		840		7		93		67
1		7.95232		840		8		92		68
1		7.9562		839		7		93		68
1		7.96855		838		6		94		68
1		8.02523		837		5		95		68
1		8.03387		838		6		94		68
1		8.03961		839		7		93		68
1		8.07558		839		8		92		69
1		8.12031		838		7		93		69
1		8.12196		838		8		92		70
1		8.14012		837		7		93		70
1		8.14113		836		6		94		70
1		8.14935		835		5		95		70
1		8.16243		834		4		96		70
1		8.18131		834		5		95		71
1		8.24672		834		6		94		72
1		8.33072		833		5		95		72
1		8.3517		833		6		94		73
1		8.35225		832		5		95		73
1		8.60045		832		6		94		74
1		8.60516		831		5		95		74
1		8.60735		832		6		94		74
1		8.62751		832		7		93		75
1		8.68254		833		8		92		75
1		8.70261		832		7		93		75
1		8.71651		832		8		92		76
1		8.78681		832		9		91		77
1		8.8032		832		10		90		78
1		8.8263		831		9		91		78
1		8.83912		830		8		92		78
1		8.89275		830		9		91		79
1		9.00283		829		8		92		79
1		9.03434		829		9		91		80
1		9.04581		828		8		92		80
1		9.10318		827		7		93		80
1		9.11315		827		8		92		81
1		9.19833		828		9		91		81
1		9.21306		827		8		92		81
1		9.21388		826		7		93		81
1		9.23184		825		6		94		81
1		9.25397		825		7		93		82
1		9.3075		825		8		92		83
1		9.33515		824		7		93		83
1		9.34392		823		6		94		83
1		9.35624		822		5		95		83
1		9.41106		822		6		94		84
1		9.41704		822		7		93		85
1		9.41957		823		8		92		85
1		9.46539		823		9		91		86
1		9.46931		822		8		92		86
1		9.47202		822		9		91		87
1		9.47534		821		8		92		87
1		9.48864		820		7		93		87
1		9.50386		821		8		92		87
1		9.50512		820		7		93		87
1		9.5658		819		6		94		87
1		9.6237		820		7		93		87
1		9.72139		821		8		92		87
1		9.74353		821		9		91		88
1		9.78685		820		8		92		88
1		9.85114		819		7		93		88
1		9.89378		820		8		92		88
1		9.91082		820		9		91		89
1		9.95907		819		8		92		89
1		10.007		818		7		93		89
1		10.0122		818		8		92		90
1		10.02		819		9		91		90
1		10.0813		819		10		90		91
1		10.0959		818		9		91		91
1		10.1313		817		8		92		91
1		10.1334		818		9		91		91
1		10.152		817		8		92		91
1		10.21		817		9		91		92
1		10.2867		817		10		90		93
1		10.3051		817		11		89		94
1		10.3368		817		12		88		95
1		10.3659		817		13		87		96
1		10.3832		817		14		86		97
1		10.3919		816		13		87		97
1		10.4004		815		12		88		97
1		10.444		814		11		89		97
1		10.4576		815		12		88		97
1		10.4856		814		11		89		97
1		10.4879		814		12		88		98
1		10.5394		813		11		89		98
1		10.5585		813		12		88		99
1		10.5618		812		11		89		99
1		10.6332		812		12		88		100
1		10.665		811		11		89		100
1		10.6833		810		10		90		100
1		10.7773		810		11		89		101
1		10.791		810		12		88		102
1		10.8093		810		13		87		103
1		10.8108		810		14		86		104
1		10.8187		809		13		87		104
1		10.82		809		14		86		105
1		10.8202		808		13		87		105
1		10.8545		807		12		88		105
1		10.8577		806		11		89		105
1		10.8746		806		12		88		106
1		10.8955		807		13		87		106
1		10.9782		807		14		86		107
1		10.9978		807		15		85		108
1		11.0894		808		16		84		108
1		11.0955		808		17		83		109
1		11.1057		808		18		82		110
1		11.118		809		19		81		110
1		11.1314		808		18		82		110
1		11.1317		808		19		81		111
1		11.1361		807		18		82		111
1		11.1548		807		19		81		112
1		11.1767		807		20		80		113
1		11.2211		808		21		79		113
1		11.2289		808		22		78		114
1		11.2984		807		21		79		114
1		11.3154		807		22		78		115
1		11.3649		806		21		79		115
1		11.3983		805		20		80		115
1		11.3987		804		19		81		115
1		11.4408		803		18		82		115
1		11.4472		802		17		83		115
1		11.4864		802		18		82		116
1		11.5363		801		17		83		116
1		11.5669		800		16		84		116
1		11.5695		800		17		83		117
1		11.6189		799		16		84		117
1		11.6272		798		15		85		117
1		11.644		797		14		86		117
1		11.6797		796		13		87		117
1		11.7231		795		12		88		117
1		11.8012		794		11		89		117
1		11.8086		793		10		90		117
1		11.8134		792		9		91		117
1		11.8498		791		8		92		117
1		11.8559		790		7		93		117
1		11.9083		789		6		94		117
1		11.9436		790		7		93		117
1		11.95		789		6		94		117
1		11.9837		790		7		93		117
1		11.9874		790		8		92		118
1		11.9893		789		7		93		118
1		11.9939		788		6		94		118
1		12.0104		787		5		95		118
1		12.0153		786		4		96		118
1		12.0734		786		5		95		119
1		12.0764		785		4		96		119
1		12.1008		785		5		95		120
1		12.1123		784		4		96		120
1		12.2358		783		3		97		120
1		12.2575		782		2		98		120
1		12.3696		783		3		97		120
1		12.4128		783		4		96		121
1		12.4345		782		3		97		121
1		12.4427		781		2		98		121
1		12.5726		780		1		99		121
1		12.6174		780		2		98		122
1		12.6725		780		3		97		123
1		12.6756		779		2		98		123
1		12.6936		778		1		99		123
1		12.7511		779		2		98		123
1		12.7604		779		3		97		124
1		12.7988		779		4		96		125
1		12.8864		780		5		95		125
1		12.9065		780		6		94		126
1		12.9074		779		5		95		126
1		12.9075		780		6		94		126
1		12.9102		781		7		93		126
1		12.9362		781		8		92		127
1		12.9406		780		7		93		127
1		12.9535		779		6		94		127
1		13.0103		779		7		93		128
1		13.0397		779		8		92		129
1		13.046		778		7		93		129
1		13.0462		777		6		94		129
1		13.0645		778		7		93		129
1		13.0923		777		6		94		129
1		13.1776		776		5		95		129
1		13.225		775		4		96		129
1		13.2319		775		5		95		130
1		13.26		775		6		94		131
1		13.3289		775		7		93		132
1		13.3318		775		8		92		133
1		13.3324		774		7		93		133
1		13.3974		774		8		92		134
1		13.5633		773		7		93		134
1		13.6198		773		8		92		135
1		13.6407		772		7		93		135
1		13.6637		771		6		94		135
1		13.6674		770		5		95		135
1		13.6974		771		6		94		135
1		13.7034		770		5		95		135
1		13.7079		771		6		94		135
1		13.7202		772		7		93		135
1		13.7488		773		8		92		135
1		13.8133		774		9		91		135
1		13.8427		774		10		90		136
1		13.8558		773		9		91		136
1		13.8698		773		10		90		137
1		13.9717		774		11		89		137
1		13.9966		774		12		88		138
1		14.0776		773		11		89		138
1		14.0957		773		12		88		139
1		14.1223		772		11		89		139
1		14.1272		772		12		88		140
1		14.1469		771		11		89		140
1		14.1639		770		10		90		140
1		14.1678		770		11		89		141
1		14.2401		769		10		90		141
1		14.2517		768		9		91		141
1		14.3584		767		8		92		141
1		14.3738		766		7		93		141
1		14.4503		765		6		94		141
1		14.5105		766		7		93		141
1		14.5608		766		8		92		142
1		14.6053		767		9		91		142
1		14.6265		768		10		90		142
1		14.639		767		9		91		142
1		14.6963		767		10		90		143
1		14.7631		766		9		91		143
1		14.7635		765		8		92		143
1		14.8324		765		9		91		144
1		14.8774		765		10		90		145
1		14.927		764		9		91		145
1		14.9527		765		10		90		145
1		14.9865		764		9		91		145
1		15.0026		764		10		90		146
1		15.0098		764		11		89		147
1		15.0326		763		10		90		147
1		15.0715		763		11		89		148
1		15.0941		762		10		90		148
1		15.1106		762		11		89		149
1		15.1119		761		10		90		149
1		15.1186		760		9		91		149
1		15.1957		759		8		92		149
1		15.2526		759		9		91		150
1		15.2652		759		10		90		151
1		15.3016		759		11		89		152
1		15.3479		760		12		88		152
1		15.3509		760		13		87		153
1		15.3947		759		12		88		153
1		15.4442		759		13		87		154
1		15.5062		759		14		86		155
1		15.5508		758		13		87		155
1		15.6696		757		12		88		155
1		15.6851		758		13		87		155
1		15.6948		757		12		88		155
1		15.7435		757		13		87		156
1		15.7583		758		14		86		156
1		15.7813		757		13		87		156
1		15.816		756		12		88		156
1		15.825		755		11		89		156
1		15.8257		754		10		90		156
1		15.8494		754		11		89		157
1		15.8698		754		12		88		158
1		15.9504		753		11		89		158
1		15.9798		752		10		90		158
1		16.0844		751		9		91		158
1		16.1184		750		8		92		158
1		16.1694		749		7		93		158
1		16.1985		749		8		92		159
1		16.2291		749		9		91		160
1		16.373		750		10		90		160
1		16.4159		749		9		91		160
1		16.4204		748		8		92		160
1		16.4216		748		9		91		161
1		16.4245		748		10		90		162
1		16.4293		747		9		91		162
1		16.4437		747		10		90		163
1		16.4793		748		11		89		163
1		16.5407		747		10		90		163
1		16.5418		747		11		89		164
1		16.546		748		12		88		164
1		16.5578		747		11		89		164
1		16.5699		746		10		90		164
1		16.5971		746		11		89		165
1		16.6213		745		10		90		165
1		16.6395		745		11		89		166
1		16.6589		746		12		88		166
1		16.713		745		11		89		166
1		16.7249		744		10		90		166
1		16.7351		743		9		91		166
1		16.8159		743		10		90		167
1		16.8341		742		9		91		167
1		16.8928		742		10		90		168
1		16.901		741		9		91		168
1		16.9078		741		10		90		169
1		16.921		741		11		89		170
1		16.9393		740		10		90		170
1		17.0247		739		9		91		170
1		17.1361		739		10		90		171
1		17.1517		739		11		89		172
1		17.2074		738		10		90		172
1		17.2161		737		9		91		172
1		17.2404		737		10		90		173
1		17.2458		736		9		91		173
1		17.2556		736		10		90		174
1		17.2748		736		11		89		175
1		17.3342		735		10		90		175
1		17.3913		736		11		89		175
1		17.4042		735		10		90		175
1		17.4192		735		11		89		176
1		17.537		734		10		90		176
1		17.5575		734		11		89		177
1		17.606		734		12		88		178
1		17.6529		733		11		89		178
1		17.6911		734		12		88		178
1		17.7052		735		13		87		178
1		17.7452		734		12		88		178
1		17.7581		734		13		87		179
1		17.7945		733		12		88		179
1		17.8316		734		13		87		179
1		17.8367		735		14		86		179
1		17.8485		734		13		87		179
1		17.8723		733		12		88		179
1		17.8964		734		13		87		179
1		17.9336		735		14		86		179
1		18.0605		734		13		87		179
1		18.0652		734		14		86		180
1		18.133		733		13		87		180
1		18.2167		732		12		88		180
1		18.2601		731		11		89		180
1		18.2925		732		12		88		180
1		18.3101		731		11		89		180
1		18.346		730		10		90		180
1		18.3534		731		11		89		180
1		18.3565		730		10		90		180
1		18.3569		731		11		89		180
1		18.3686		731		12		88		181
1		18.4096		730		11		89		181
1		18.4165		730		12		88		182
1		18.5158		729		11		89		182
1		18.5624		728		10		90		182
1		18.5897		727		9		91		182
1		18.7086		728		10		90		182
1		18.7311		727		9		91		182
1		18.7694		726		8		92		182
1		18.7709		726		9		91		183
1		18.8279		725		8		92		183
1		18.8528		725		9		91		184
1		18.8611		725		10		90		185
1		18.9264		725		11		89		186
1		18.9541		725		12		88		187
1		18.9696		724		11		89		187
1		18.9746		723		10		90		187
1		18.9964		723		11		89		188
1		19.0501		722		10		90		188
1		19.1906		721		9		91		188
1		19.2177		720		8		92		188
1		19.2529		720		9		91		189
1		19.2597		719		8		92		189
1		19.285		719		9		91		190
1		19.3176		718		8		92		190
1		19.3331		717		7		93		190
1		19.3454		717		8		92		191
1		19.4146		716		7		93		191
1		19.4186		716		8		92		192
1		19.4318		715		7		93		192
1		19.5447		715		8		92		193
1		19.6536		714		7		93		193
1		19.6836		715		8		92		193
1		19.6998		715		9		91		194
1		19.7058		714		8		92		194
1		19.7622		713		7		93		194
1		19.7823		712		6		94		194
1		19.8225		712		7		93		195
1		19.9979		713		8		92		195
1		20.0131		714		9		91		195
1		20.077		715		10		90		195
1		20.0835		715		11		89		196
1		20.0922		715		12		88		197
1		20.1013		715		13		87		198
1		20.1682		714		12		88		198
1		20.1753		713		11		89		198
1		20.312		712		10		90		198
1		20.3397		711		9		91		198
1		20.3996		712		10		90		198
1		20.4161		712		11		89		199
1		20.4224		711		10		90		199
1		20.4257		710		9		91		199
1		20.432		709		8		92		199
1		20.4922		709		9		91		200
1		20.4999		708		8		92		200
1		20.5148		708		9		91		201
1		20.6338		709		10		90		201
1		20.65		708		9		91		201
1		20.6646		707		8		92		201
1		20.6911		706		7		93		201
1		20.7361		706		8		92		202
1		20.742		706		9		91		203
1		20.7539		706		10		90		204
1		20.8973		706		11		89		205
1		20.9105		705		10		90		205
1		20.9356		704		9		91		205
1		20.9445		703		8		92		205
1		20.9582		702		7		93		205
1		20.9678		701		6		94		205
1		21.0223		702		7		93		205
1		21.025		703		8		92		205
1		21.0873		704		9		91		205
1		21.0984		704		10		90		206
1		21.1044		703		9		91		206
1		21.1243		702		8		92		206
1		21.1289		702		9		91		207
1		21.1407		702		10		90		208
1		21.1431		703		11		89		208
1		21.3248		702		10		90		208
1		21.328		701		9		91		208
1		21.3974		700		8		92		208
1		21.4271		699		7		93		208
1		21.5193		699		8		92		209
1		21.5443		698		7		93		209
1		21.5588		698		8		92		210
1		21.6025		698		9		91		211
1		21.7005		698		10		90		212
1		21.7364		697		9		91		212
1		21.8236		697		10		90		213
1		21.8629		696		9		91		213
1		21.8657		695		8		92		213
1		21.8667		696		9		91		213
1		21.8808		697		10		90		213
1		21.8863		696		9		91		213
1		21.8878		696		10		90		214
1		21.9026		696		11		89		215
1		21.9654		696		12		88		216
1		22.0093		695		11		89		216
1		22.0635		696		12		88		216
1		22.0658		695		11		89		216
1		22.1086		694		10		90		216
1		22.1138		695		11		89		216
1		22.1276		695		12		88		217
1		22.194		694		11		89		217
1		22.2044		693		10		90		217
1		22.263		693		11		89		218
1		22.3212		692		10		90		218
1		22.3447		693		11		89		218
1		22.4121		692		10		90		218
1		22.4327		691		9		91		218
1		22.5069		690		8		92		218
1		22.6431		691		9		91		218
1		22.6847		690		8		92		218
1		22.6945		689		7		93		218
1		22.6962		688		6		94		218
1		22.7192		688		7		93		219
1		22.766		687		6		94		219
1		22.7667		686		5		95		219
1		22.8363		686		6		94		220
1		22.9163		686		7		93		221
1		23.0098		686		8		92		222
1		23.0326		685		7		93		222
1		23.0477		685		8		92		223
1		23.0494		686		9		91		223
1		23.1698		685		8		92		223
1		23.1721		684		7		93		223
1		23.1743		684		8		92		224
1		23.3178		683		7		93		224
1		23.3294		682		6		94		224
1		23.3528		681		5		95		224
1		23.3951		681		6		94		225
1		23.4034		680		5		95		225
1		23.4259		681		6		94		225
1		23.4375		681		7		93		226
1		23.4765		682		8		92		226
1		23.5401		682		9		91		227
1		23.5456		681		8		92		227
1		23.6071		682		9		91		227
1		23.6119		682		10		90		228
1		23.623		682		11		89		229
1		23.6343		683		12		88		229
1		23.6398		682		11		89		229
1		23.6505		682		12		88		230
1		23.6688		681		11		89		230
1		23.6807		681		12		88		231
1		23.719		680		11		89		231
1		23.725		679		10		90		231
1		23.7252		680		11		89		231
1		23.7987		679		10		90		231
1		23.8076		679		11		89		232
1		23.8706		678		10		90		232
1		23.8838		678		11		89		233
1		23.989		677		10		90		233
1		24.0785		677		11		89		234
1		24.2027		676		10		90		234
1		24.2261		676		11		89		235
1		24.236		675		10		90		235
1		24.2521		676		11		89		235
1		24.2816		676		12		88		236
1		24.309		675		11		89		236
1		24.4204		675		12		88		237
1		24.5531		676		13		87		237
1		24.5579		676		14		86		238
1		24.5601		675		13		87		238
1		24.6537		674		12		88		238
1		24.7131		675		13		87		238
1		24.7794		676		14		86		238
1		24.8023		675		13		87		238
1		24.8161		676		14		86		238
1		24.8415		677		15		85		238
1		24.8635		677		16		84		239
1		24.8636		677		17		83		240
1		24.8649		676		16		84		240
1		24.9133		676		17		83		241
1		24.9171		675		16		84		241
1		24.9265		674		15		85		241
1		24.9294		673		14		86		241
1		24.9705		673		15		85		242
1		25.0195		672		14		86		242
1		25.022		672		15		85		243
1		25.0247		673		16		84		243
1		25.0348		672		15		85		243
1		25.0952		671		14		86		243
1		25.0977		670		13		87		243
1		25.1102		671		14		86		243
1		25.1201		672		15		85		243
1		25.1599		671		14		86		243
1		25.1674		671		15		85		244
1		25.1867		671		16		84		245
1		25.2097		670		15		85		245
1		25.2668		670		16		84		246
1		25.3283		670		17		83		247
1		25.3511		669		16		84		247
1		25.3763		668		15		85		247
1		25.5156		668		16		84		248
1		25.5437		668		17		83		249
1		25.5485		667		16		84		249
1		25.5505		666		15		85		249
1		25.552		666		16		84		250
1		25.5646		666		17		83		251
1		25.5713		665		16		84		251
1		25.5765		666		17		83		251
1		25.588		665		16		84		251
1		25.5912		666		17		83		251
1		25.5983		666		18		82		252
1		25.5998		665		17		83		252
1		25.6183		664		16		84		252
1		25.6538		664		17		83		253
1		25.7078		663		16		84		253
1		25.7311		662		15		85		253
1		25.7361		663		16		84		253
1		25.7641		662		15		85		253
1		25.79		662		16		84		254
1		25.7918		661		15		85		254
1		25.854		660		14		86		254
1		25.8662		661		15		85		254
1		25.9018		660		14		86		254
1		25.9326		659		13		87		254
1		25.9744		659		14		86		255
1		26.031		658		13		87		255
1		26.0321		657		12		88		255
1		26.0324		657		13		87		256
1		26.0526		656		12		88		256
1		26.0799		656		13		87		257
1		26.0811		655		12		88		257
1		26.1142		656		13		87		257
1		26.1295		656		14		86		258
1		26.1302		656		15		85		259
1		26.1412		656		16		84		260
1		26.1764		657		17		83		260
1		26.202		656		16		84		260
1		26.2365		656		17		83		261
1		26.2703		655		16		84		261
1		26.2859		654		15		85		261
1		26.3042		653		14		86		261
1		26.3081		653		15		85		262
1		26.3184		653		16		84		263
1		26.3502		654		17		83		263
1		26.3539		653		16		84		263
1		26.3652		652		15		85		263
1		26.3666		653		16		84		263
1		26.3841		652		15		85		263
1		26.402		651		14		86		263
1		26.4356		650		13		87		263
1		26.4451		649		12		88		263
1		26.4451		649		13		87		264
1		26.4824		649		14		86		265
1		26.4886		650		15		85		265
1		26.5044		650		16		84		266
1		26.5292		649		15		85		266
1		26.6		650		16		84		266
1		26.6509		650		17		83		267
1		26.7099		650		18		82		268
1		26.7133		649		17		83		268
1		26.7432		648		16		84		268
1		26.8373		649		17		83		268
1		26.8752		649		18		82		269
1		26.8819		649		19		81		270
1		26.8909		649		20		80		271
1		26.9102		648		19		81		271
1		26.9315		648		20		80		272
1		26.9513		647		19		81		272
1		27.0043		646		18		82		272
1		27.0247		646		19		81		273
1		27.0848		647		20		80		273
1		27.1215		646		19		81		273
1		27.1373		645		18		82		273
1		27.1458		644		17		83		273
1		27.1506		643		16		84		273
1		27.1527		642		15		85		273
1		27.1625		641		14		86		273
1		27.1664		640		13		87		273
1		27.1823		639		12		88		273
1		27.2015		638		11		89		273
1		27.2039		638		12		88		274
1		27.2067		637		11		89		274
1		27.2681		637		12		88		275
1		27.2754		638		13		87		275
1		27.2755		638		14		86		276
1		27.3162		637		13		87		276
1		27.4108		636		12		88		276
1		27.4611		637		13		87		276
1		27.4881		636		12		88		276
1		27.5175		635		11		89		276
1		27.5522		634		10		90		276
1		27.5778		633		9		91		276
1		27.6007		633		10		90		277
1		27.6475		632		9		91		277
1		27.6591		632		10		90		278
1		27.6782		632		11		89		279
1		27.7121		631		10		90		279
1		27.7211		631		11		89		280
1		27.7687		630		10		90		280
1		27.9409		629		9		91		280
1		27.9583		628		8		92		280
1		28.0316		627		7		93		280
1		28.0483		626		6		94		280
1		28.1493		627		7		93		280
1		28.1536		626		6		94		280
1		28.1785		626		7		93		281
1		28.2829		627		8		92		281
1		28.2862		627		9		91		282
1		28.3029		628		10		90		282
1		28.3314		627		9		91		282
1		28.3321		627		10		90		283
