Trial		Time		S		E		ES		P
63		21.0228		717		12		88		195
63		21.0246		716		11		89		195
63		21.0813		715		10		90		195
63		21.1159		714		9		91		195
63		21.1723		714		10		90		196
63		21.1762		714		11		89		197
63		21.2264		715		12		88		197
63		21.3619		714		11		89		197
63		21.4012		714		12		88		198
63		21.4405		713		11		89		198
63		21.4597		712		10		90		198
63		21.4917		712		11		89		199
63		21.4932		712		12		88		200
63		21.5967		711		11		89		200
63		21.6511		711		12		88		201
63		21.6579		711		13		87		202
63		21.6902		710		12		88		202
63		21.7437		709		11		89		202
63		21.7585		709		12		88		203
63		21.7833		708		11		89		203
63		21.8295		707		10		90		203
63		21.8732		706		9		91		203
63		21.896		705		8		92		203
63		21.9773		704		7		93		203
63		22.035		703		6		94		203
63		22.0399		704		7		93		203
63		22.0732		703		6		94		203
63		22.0736		703		7		93		204
63		22.1606		702		6		94		204
63		22.2022		703		7		93		204
63		22.2389		702		6		94		204
63		22.2578		702		7		93		205
63		22.2792		703		8		92		205
63		22.3287		703		9		91		206
63		22.3513		704		10		90		206
63		22.385		704		11		89		207
63		22.5093		704		12		88		208
63		22.5565		705		13		87		208
63		22.6041		705		14		86		209
63		22.6104		705		15		85		210
63		22.6253		704		14		86		210
63		22.6407		703		13		87		210
63		22.649		702		12		88		210
63		22.7118		703		13		87		210
63		22.7751		703		14		86		211
63		22.7801		702		13		87		211
63		22.9324		701		12		88		211
63		22.9558		702		13		87		211
63		22.962		703		14		86		211
63		23.0423		703		15		85		212
63		23.1044		703		16		84		213
63		23.111		703		17		83		214
63		23.14		702		16		84		214
63		23.1669		701		15		85		214
63		23.1824		700		14		86		214
63		23.195		700		15		85		215
63		23.1972		700		16		84		216
63		23.2405		699		15		85		216
63		23.2551		698		14		86		216
63		23.3639		697		13		87		216
63		23.4282		697		14		86		217
63		23.4643		696		13		87		217
63		23.4653		697		14		86		217
63		23.4676		697		15		85		218
63		23.4819		696		14		86		218
63		23.502		695		13		87		218
63		23.5216		695		14		86		219
63		23.5318		694		13		87		219
63		23.5538		693		12		88		219
63		23.5817		692		11		89		219
63		23.606		691		10		90		219
63		23.614		690		9		91		219
63		23.6443		691		10		90		219
63		23.6525		691		11		89		220
63		23.6574		690		10		90		220
63		23.7061		690		11		89		221
63		23.7124		689		10		90		221
63		23.7254		688		9		91		221
63		23.7397		687		8		92		221
63		23.8025		687		9		91		222
63		23.8253		686		8		92		222
63		23.8323		685		7		93		222
63		23.8814		685		8		92		223
63		23.9442		686		9		91		223
63		23.9469		685		8		92		223
63		23.9653		684		7		93		223
63		23.9924		685		8		92		223
63		24.1524		684		7		93		223
63		24.1538		684		8		92		224
63		24.2293		684		9		91		225
63		24.2994		683		8		92		225
63		24.3027		682		7		93		225
63		24.3059		683		8		92		225
63		24.3379		683		9		91		226
63		24.3622		683		10		90		227
63		24.4147		682		9		91		227
63		24.4539		681		8		92		227
63		24.471		681		9		91		228
63		24.4769		682		10		90		228
63		24.6657		682		11		89		229
63		24.7209		681		10		90		229
63		24.8434		681		11		89		230
63		24.8585		680		10		90		230
63		24.9143		680		11		89		231
63		24.9293		680		12		88		232
63		24.9409		679		11		89		232
63		25.0439		678		10		90		232
63		25.0457		677		9		91		232
63		25.0468		676		8		92		232
63		25.0796		676		9		91		233
63		25.1351		675		8		92		233
63		25.1436		676		9		91		233
63		25.2612		677		10		90		233
63		25.282		676		9		91		233
63		25.2864		676		10		90		234
63		25.2892		675		9		91		234
63		25.3531		675		10		90		235
63		25.4043		675		11		89		236
63		25.4509		674		10		90		236
63		25.455		673		9		91		236
63		25.4575		673		10		90		237
63		25.488		674		11		89		237
63		25.5296		674		12		88		238
63		25.5986		675		13		87		238
63		25.604		674		12		88		238
63		25.6059		673		11		89		238
63		25.6662		672		10		90		238
63		25.6686		671		9		91		238
63		25.7097		672		10		90		238
63		25.7193		672		11		89		239
63		25.7219		672		12		88		240
63		25.7232		672		13		87		241
63		25.7376		672		14		86		242
63		25.7554		672		15		85		243
63		25.7624		671		14		86		243
63		25.768		670		13		87		243
63		25.8111		671		14		86		243
63		25.8318		670		13		87		243
63		25.9044		670		14		86		244
63		25.92		670		15		85		245
63		25.9587		669		14		86		245
63		25.9979		669		15		85		246
63		26.0073		668		14		86		246
63		26.0127		667		13		87		246
63		26.0202		667		14		86		247
63		26.0322		666		13		87		247
63		26.1191		665		12		88		247
63		26.1491		664		11		89		247
63		26.1968		665		12		88		247
63		26.2056		665		13		87		248
63		26.2197		665		14		86		249
63		26.3263		664		13		87		249
63		26.3687		663		12		88		249
63		26.4357		662		11		89		249
63		26.438		661		10		90		249
63		26.4491		661		11		89		250
63		26.4612		662		12		88		250
63		26.47		661		11		89		250
63		26.4871		660		10		90		250
63		26.4903		659		9		91		250
63		26.4922		659		10		90		251
63		26.5186		658		9		91		251
63		26.539		658		10		90		252
63		26.5504		657		9		91		252
63		26.6164		656		8		92		252
63		26.6198		656		9		91		253
63		26.6643		656		10		90		254
63		26.6742		655		9		91		254
63		26.7267		655		10		90		255
63		26.7429		655		11		89		256
63		26.7529		656		12		88		256
63		26.7589		656		13		87		257
63		26.7913		656		14		86		258
63		26.7982		655		13		87		258
63		26.8613		654		12		88		258
63		26.9037		655		13		87		258
63		26.9161		655		14		86		259
63		26.936		655		15		85		260
63		26.9624		655		16		84		261
63		26.9682		655		17		83		262
63		26.9851		654		16		84		262
63		26.9934		653		15		85		262
63		27.0051		653		16		84		263
63		27.0181		652		15		85		263
63		27.0504		651		14		86		263
63		27.0541		652		15		85		263
63		27.0575		652		16		84		264
63		27.0644		651		15		85		264
63		27.0809		650		14		86		264
63		27.118		650		15		85		265
63		27.1704		650		16		84		266
63		27.2292		649		15		85		266
63		27.2455		649		16		84		267
63		27.2588		649		17		83		268
63		27.2622		650		18		82		268
63		27.3074		649		17		83		268
63		27.3202		649		18		82		269
63		27.3765		648		17		83		269
63		27.3982		647		16		84		269
63		27.4139		646		15		85		269
63		27.4534		645		14		86		269
63		27.4567		644		13		87		269
63		27.4677		645		14		86		269
63		27.5674		646		15		85		269
63		27.6219		647		16		84		269
63		27.6233		646		15		85		269
63		27.6676		645		14		86		269
63		27.7709		645		15		85		270
63		27.8415		644		14		86		270
63		27.8423		643		13		87		270
63		27.932		642		12		88		270
63		27.9353		643		13		87		270
63		27.9442		643		14		86		271
63		27.992		642		13		87		271
63		27.9958		642		14		86		272
63		28.018		642		15		85		273
63		28.0264		643		16		84		273
63		28.0653		643		17		83		274
63		28.1376		642		16		84		274
63		28.156		643		17		83		274
63		28.1638		643		18		82		275
63		28.1711		642		17		83		275
63		28.2138		641		16		84		275
63		28.3122		640		15		85		275
63		28.3454		640		16		84		276
63		28.3681		640		17		83		277
63		28.3731		640		18		82		278
63		28.3915		639		17		83		278
63		28.4431		638		16		84		278
63		28.5091		638		17		83		279
63		28.5621		637		16		84		279
63		28.6526		636		15		85		279
63		28.6746		637		16		84		279
63		28.6835		636		15		85		279
63		28.734		635		14		86		279
63		28.7514		634		13		87		279
63		28.7518		634		14		86		280
63		28.776		633		13		87		280
63		28.8509		632		12		88		280
63		28.8595		631		11		89		280
63		28.9069		630		10		90		280
63		28.9156		630		11		89		281
63		28.9496		629		10		90		281
63		28.9621		629		11		89		282
63		29.007		628		10		90		282
63		29.0849		628		11		89		283
63		29.0856		628		12		88		284
63		29.1065		627		11		89		284
63		29.1589		626		10		90		284
63		29.199		626		11		89		285
63		29.2039		626		12		88		286
63		29.2062		626		13		87		287
63		29.2577		626		14		86		288
63		29.2577		627		15		85		288
63		29.2694		626		14		86		288
63		29.3118		626		15		85		289
63		29.3908		625		14		86		289
63		29.4011		626		15		85		289
63		29.4165		627		16		84		289
63		29.4323		626		15		85		289
63		29.4623		625		14		86		289
63		29.4866		626		15		85		289
63		29.5674		625		14		86		289
63		29.6015		626		15		85		289
63		29.6403		626		16		84		290
63		29.7149		626		17		83		291
63		29.7167		626		18		82		292
63		29.7191		625		17		83		292
63		29.7505		624		16		84		292
63		29.785		623		15		85		292
63		29.7953		623		16		84		293
63		29.8698		622		15		85		293
63		29.8798		621		14		86		293
63		29.8832		620		13		87		293
63		29.9021		619		12		88		293
63		29.9031		620		13		87		293
63		29.9282		620		14		86		294
63		29.9326		619		13		87		294
63		29.9826		618		12		88		294
63		30.0081		619		13		87		294
63		30.0219		620		14		86		294
63		30.0296		619		13		87		294
63		30.1184		618		12		88		294
63		30.1806		617		11		89		294
63		30.2508		616		10		90		294
63		30.3082		616		11		89		295
63		30.3122		615		10		90		295
63		30.3889		614		9		91		295
63		30.3996		615		10		90		295
63		30.4422		614		9		91		295
63		30.4979		613		8		92		295
63		30.5036		613		9		91		296
63		30.5938		612		8		92		296
63		30.6077		611		7		93		296
63		30.7372		612		8		92		296
63		30.7542		613		9		91		296
63		30.7581		613		10		90		297
63		30.7948		612		9		91		297
63		30.8061		612		10		90		298
63		30.9215		611		9		91		298
63		30.983		611		10		90		299
63		30.9912		611		11		89		300
63		30.9951		611		12		88		301
63		30.9977		610		11		89		301
63		31.0633		609		10		90		301
63		31.1093		609		11		89		302
63		31.1296		608		10		90		302
63		31.1682		607		9		91		302
63		31.1924		607		10		90		303
63		31.2014		608		11		89		303
63		31.2231		609		12		88		303
63		31.3315		610		13		87		303
63		31.3406		610		14		86		304
63		31.3743		610		15		85		305
63		31.39		611		16		84		305
63		31.4462		610		15		85		305
63		31.4621		610		16		84		306
63		31.4667		609		15		85		306
63		31.6282		608		14		86		306
63		31.6765		609		15		85		306
63		31.6831		608		14		86		306
63		31.7144		609		15		85		306
63		31.744		608		14		86		306
63		31.757		607		13		87		306
63		31.7783		608		14		86		306
63		31.7939		609		15		85		306
63		31.8455		609		16		84		307
63		31.8476		608		15		85		307
63		31.8843		607		14		86		307
63		31.9072		606		13		87		307
63		31.9385		607		14		86		307
63		32.0522		606		13		87		307
63		32.184		606		14		86		308
63		32.1946		605		13		87		308
63		32.2162		604		12		88		308
63		32.2366		603		11		89		308
63		32.2857		603		12		88		309
63		32.3238		602		11		89		309
63		32.3948		603		12		88		309
63		32.4182		602		11		89		309
63		32.4361		602		12		88		310
63		32.4366		601		11		89		310
63		32.4921		600		10		90		310
63		32.5028		600		11		89		311
63		32.5141		599		10		90		311
63		32.5231		598		9		91		311
63		32.5297		599		10		90		311
63		32.5361		600		11		89		311
63		32.5398		599		10		90		311
63		32.5501		599		11		89		312
63		32.5566		599		12		88		313
63		32.6206		599		13		87		314
63		32.636		599		14		86		315
63		32.6628		598		13		87		315
63		32.7272		597		12		88		315
63		32.7623		598		13		87		315
63		32.8528		597		12		88		315
63		32.9197		597		13		87		316
63		32.9216		596		12		88		316
63		32.9272		596		13		87		317
63		32.9574		597		14		86		317
63		32.958		597		15		85		318
63		32.9799		596		14		86		318
63		32.9849		595		13		87		318
63		32.9931		594		12		88		318
63		33.0076		593		11		89		318
63		33.0178		592		10		90		318
63		33.031		591		9		91		318
63		33.0392		590		8		92		318
63		33.0813		589		7		93		318
63		33.1686		589		8		92		319
63		33.1849		588		7		93		319
63		33.2162		588		8		92		320
63		33.2285		589		9		91		320
63		33.2753		588		8		92		320
63		33.297		588		9		91		321
63		33.317		587		8		92		321
63		33.3309		587		9		91		322
63		33.3635		586		8		92		322
63		33.4012		586		9		91		323
63		33.4524		585		8		92		323
63		33.4708		584		7		93		323
63		33.5178		585		8		92		323
63		33.5413		585		9		91		324
63		33.5414		586		10		90		324
63		33.577		586		11		89		325
63		33.6312		585		10		90		325
63		33.644		586		11		89		325
63		33.7225		587		12		88		325
63		33.7901		587		13		87		326
63		33.8304		587		14		86		327
63		33.8525		587		15		85		328
63		33.8832		586		14		86		328
63		33.8885		586		15		85		329
63		33.9082		586		16		84		330
63		33.9163		585		15		85		330
63		33.9788		584		14		86		330
63		34.0134		583		13		87		330
63		34.0976		583		14		86		331
63		34.1137		584		15		85		331
63		34.1555		583		14		86		331
63		34.2862		584		15		85		331
63		34.3131		583		14		86		331
63		34.3328		582		13		87		331
63		34.4224		581		12		88		331
63		34.4397		582		13		87		331
63		34.4955		583		14		86		331
63		34.5835		582		13		87		331
63		34.5849		582		14		86		332
63		34.6489		581		13		87		332
63		34.6886		580		12		88		332
63		34.7057		580		13		87		333
63		34.7223		579		12		88		333
63		34.742		580		13		87		333
63		34.7824		580		14		86		334
63		34.7935		579		13		87		334
63		34.803		579		14		86		335
63		34.8363		580		15		85		335
63		34.8676		579		14		86		335
63		34.8775		578		13		87		335
63		34.9142		579		14		86		335
63		34.9515		578		13		87		335
63		34.9582		577		12		88		335
63		34.9767		576		11		89		335
63		34.9833		576		12		88		336
63		35.0793		575		11		89		336
63		35.1118		574		10		90		336
63		35.2096		574		11		89		337
63		35.2579		574		12		88		338
63		35.2818		575		13		87		338
63		35.3211		576		14		86		338
63		35.3904		575		13		87		338
63		35.4915		575		14		86		339
63		35.5329		575		15		85		340
63		35.5412		574		14		86		340
63		35.5416		573		13		87		340
63		35.551		572		12		88		340
63		35.564		572		13		87		341
63		35.6468		572		14		86		342
63		35.7042		573		15		85		342
63		35.7113		572		14		86		342
63		35.7344		572		15		85		343
63		35.7385		571		14		86		343
63		35.7965		570		13		87		343
63		35.8178		569		12		88		343
63		35.8287		570		13		87		343
63		35.8682		569		12		88		343
63		35.9012		570		13		87		343
63		35.9201		571		14		86		343
63		35.9485		570		13		87		343
63		36.0253		569		12		88		343
63		36.047		568		11		89		343
63		36.0591		567		10		90		343
63		36.1352		568		11		89		343
63		36.1386		568		12		88		344
63		36.2099		567		11		89		344
63		36.383		567		12		88		345
63		36.3922		566		11		89		345
63		36.4481		566		12		88		346
63		36.4947		565		11		89		346
63		36.5198		564		10		90		346
63		36.5671		565		11		89		346
63		36.5795		565		12		88		347
63		36.5838		565		13		87		348
63		36.6399		564		12		88		348
63		36.7517		563		11		89		348
63		36.761		562		10		90		348
63		36.8595		562		11		89		349
63		36.9656		563		12		88		349
63		36.9711		562		11		89		349
63		36.9909		562		12		88		350
63		36.9917		563		13		87		350
63		37.0447		562		12		88		350
63		37.0921		562		13		87		351
63		37.13		561		12		88		351
63		37.1775		562		13		87		351
63		37.1903		561		12		88		351
63		37.1937		560		11		89		351
63		37.2018		560		12		88		352
63		37.2497		560		13		87		353
63		37.2599		560		14		86		354
63		37.2659		559		13		87		354
63		37.3334		558		12		88		354
63		37.3365		557		11		89		354
63		37.3774		557		12		88		355
63		37.3998		557		13		87		356
63		37.4072		556		12		88		356
63		37.4372		556		13		87		357
63		37.4567		556		14		86		358
63		37.4746		555		13		87		358
63		37.5057		555		14		86		359
63		37.5207		556		15		85		359
63		37.5213		556		16		84		360
63		37.5322		555		15		85		360
63		37.5694		555		16		84		361
63		37.5912		556		17		83		361
63		37.6126		555		16		84		361
63		37.6743		556		17		83		361
63		37.719		555		16		84		361
63		37.7256		555		17		83		362
63		37.7273		554		16		84		362
63		37.728		553		15		85		362
63		37.8234		552		14		86		362
63		37.9311		551		13		87		362
63		37.9995		550		12		88		362
63		38.0975		550		13		87		363
63		38.122		549		12		88		363
63		38.1845		548		11		89		363
63		38.1932		548		12		88		364
63		38.2244		549		13		87		364
63		38.3242		549		14		86		365
63		38.3953		550		15		85		365
63		38.4596		550		16		84		366
63		38.4863		550		17		83		367
63		38.5403		550		18		82		368
63		38.6212		549		17		83		368
63		38.6434		548		16		84		368
63		38.6614		547		15		85		368
63		38.6719		546		14		86		368
63		38.7495		545		13		87		368
63		38.7701		544		12		88		368
63		38.78		544		13		87		369
63		38.8754		543		12		88		369
63		38.8872		542		11		89		369
63		38.8896		542		12		88		370
63		38.9212		541		11		89		370
63		38.9344		541		12		88		371
63		38.9843		542		13		87		371
63		38.9876		542		14		86		372
63		39.0203		542		15		85		373
63		39.034		541		14		86		373
63		39.0836		541		15		85		374
63		39.2002		540		14		86		374
63		39.2072		541		15		85		374
63		39.2518		540		14		86		374
63		39.2838		539		13		87		374
63		39.2841		538		12		88		374
63		39.3091		538		13		87		375
63		39.3302		538		14		86		376
63		39.3761		537		13		87		376
63		39.3925		536		12		88		376
63		39.3945		536		13		87		377
63		39.4528		537		14		86		377
63		39.5011		536		13		87		377
63		39.5097		535		12		88		377
63		39.5195		534		11		89		377
63		39.614		534		12		88		378
63		39.6175		533		11		89		378
63		39.6574		532		10		90		378
63		39.6866		531		9		91		378
63		39.8283		531		10		90		379
63		39.8749		531		11		89		380
63		39.9227		530		10		90		380
63		39.9554		530		11		89		381
63		39.987		530		12		88		382
63		39.9989		531		13		87		382
63		40.149		530		12		88		382
63		40.2292		530		13		87		383
63		40.2376		529		12		88		383
63		40.3013		528		11		89		383
63		40.3167		527		10		90		383
63		40.3552		528		11		89		383
63		40.4592		528		12		88		384
63		40.4592		528		13		87		385
63		40.4662		527		12		88		385
63		40.4666		528		13		87		385
63		40.5071		528		14		86		386
63		40.5673		527		13		87		386
63		40.5993		526		12		88		386
63		40.6435		526		13		87		387
63		40.7153		525		12		88		387
63		40.7434		525		13		87		388
63		40.7575		525		14		86		389
63		40.7774		524		13		87		389
63		40.7964		525		14		86		389
63		40.8118		524		13		87		389
63		40.836		524		14		86		390
63		40.8397		523		13		87		390
63		40.8746		522		12		88		390
63		40.9096		522		13		87		391
63		40.9255		522		14		86		392
63		40.9315		522		15		85		393
63		40.9785		521		14		86		393
63		41.0162		520		13		87		393
63		41.0204		520		14		86		394
63		41.0811		519		13		87		394
63		41.0839		520		14		86		394
63		41.0939		519		13		87		394
63		41.1987		520		14		86		394
63		41.2299		520		15		85		395
63		41.2474		519		14		86		395
63		41.2653		519		15		85		396
63		41.2774		518		14		86		396
63		41.279		518		15		85		397
63		41.3312		517		14		86		397
63		41.395		516		13		87		397
63		41.494		516		14		86		398
63		41.5292		515		13		87		398
63		41.5332		514		12		88		398
63		41.5636		513		11		89		398
63		41.6092		513		12		88		399
63		41.6286		513		13		87		400
63		41.6554		514		14		86		400
63		41.7099		513		13		87		400
63		41.7116		512		12		88		400
63		41.7215		513		13		87		400
63		41.9361		514		14		86		400
63		41.9386		514		15		85		401
63		41.9527		513		14		86		401
63		42.05		513		15		85		402
63		42.0587		512		14		86		402
63		42.1047		511		13		87		402
63		42.1227		510		12		88		402
63		42.2379		511		13		87		402
63		42.2815		510		12		88		402
63		42.2847		509		11		89		402
63		42.3018		510		12		88		402
63		42.593		509		11		89		402
63		42.6084		510		12		88		402
63		42.6571		509		11		89		402
63		42.6816		509		12		88		403
63		42.768		508		11		89		403
63		42.7763		508		12		88		404
63		42.7931		508		13		87		405
63		42.8034		508		14		86		406
63		42.8399		507		13		87		406
63		42.8555		507		14		86		407
63		42.8624		507		15		85		408
63		42.8848		507		16		84		409
63		42.892		508		17		83		409
63		42.897		509		18		82		409
63		42.9374		508		17		83		409
63		43.0138		507		16		84		409
63		43.1349		507		17		83		410
63		43.1999		507		18		82		411
63		43.2078		506		17		83		411
63		43.22		505		16		84		411
63		43.3165		505		17		83		412
63		43.3333		505		18		82		413
63		43.3466		505		19		81		414
63		43.421		504		18		82		414
63		43.5453		505		19		81		414
63		43.5959		504		18		82		414
63		43.7929		503		17		83		414
63		43.8121		504		18		82		414
63		43.8508		504		19		81		415
63		43.966		505		20		80		415
63		43.9661		505		21		79		416
63		44.0294		504		20		80		416
63		44.0331		504		21		79		417
63		44.0537		503		20		80		417
63		44.0614		502		19		81		417
63		44.1374		501		18		82		417
63		44.1568		500		17		83		417
63		44.3007		501		18		82		417
63		44.3125		500		17		83		417
63		44.337		500		18		82		418
63		44.3655		499		17		83		418
63		44.3896		498		16		84		418
63		44.4191		497		15		85		418
63		44.6136		496		14		86		418
63		44.8086		497		15		85		418
63		44.8147		498		16		84		418
63		44.8757		498		17		83		419
63		44.8785		497		16		84		419
63		44.88		497		17		83		420
63		44.9148		496		16		84		420
63		44.9896		496		17		83		421
63		45.0457		496		18		82		422
63		45.056		495		17		83		422
63		45.0812		494		16		84		422
63		45.1352		493		15		85		422
63		45.1499		492		14		86		422
63		45.2261		491		13		87		422
63		45.2288		490		12		88		422
63		45.3363		490		13		87		423
63		45.3696		490		14		86		424
63		45.3923		489		13		87		424
63		45.4877		489		14		86		425
63		45.4895		488		13		87		425
63		45.5135		487		12		88		425
63		45.5236		486		11		89		425
63		45.5349		487		12		88		425
63		45.5608		487		13		87		426
63		45.6124		488		14		86		426
63		45.6352		488		15		85		427
63		45.6503		488		16		84		428
63		45.6691		488		17		83		429
63		45.735		487		16		84		429
63		45.8227		486		15		85		429
63		45.8672		485		14		86		429
63		45.8737		484		13		87		429
63		45.942		483		12		88		429
63		45.9461		482		11		89		429
63		45.9468		481		10		90		429
63		46.0262		482		11		89		429
63		46.0818		482		12		88		430
63		46.1287		482		13		87		431
63		46.2231		482		14		86		432
63		46.2942		481		13		87		432
63		46.2953		480		12		88		432
63		46.3142		480		13		87		433
63		46.3142		480		14		86		434
63		46.3611		479		13		87		434
63		46.3694		480		14		86		434
63		46.4116		479		13		87		434
63		46.5597		480		14		86		434
63		46.5662		480		15		85		435
63		46.5798		479		14		86		435
63		46.6115		480		15		85		435
63		46.7116		481		16		84		435
63		46.7647		480		15		85		435
63		46.7664		480		16		84		436
63		46.7693		479		15		85		436
63		46.7933		478		14		86		436
63		46.7958		478		15		85		437
63		46.7969		477		14		86		437
63		46.9471		478		15		85		437
63		46.9582		477		14		86		437
63		47.0781		478		15		85		437
63		47.0944		477		14		86		437
63		47.0997		477		15		85		438
63		47.113		477		16		84		439
63		47.1234		476		15		85		439
63		47.1761		477		16		84		439
63		47.1911		478		17		83		439
63		47.2067		477		16		84		439
63		47.2705		478		17		83		439
63		47.5092		477		16		84		439
63		47.5258		476		15		85		439
63		47.5531		475		14		86		439
63		47.5653		475		15		85		440
63		47.6618		475		16		84		441
63		47.7019		474		15		85		441
63		47.7534		473		14		86		441
63		47.76		474		15		85		441
63		47.859		473		14		86		441
63		47.951		472		13		87		441
63		48.0437		472		14		86		442
63		48.0778		471		13		87		442
63		48.0946		470		12		88		442
63		48.283		469		11		89		442
63		48.2992		469		12		88		443
63		48.3005		470		13		87		443
63		48.4523		470		14		86		444
63		48.4987		469		13		87		444
63		48.6221		468		12		88		444
63		48.624		469		13		87		444
63		48.6425		468		12		88		444
63		48.6557		468		13		87		445
63		48.657		467		12		88		445
63		48.6618		467		13		87		446
63		48.6631		468		14		86		446
63		48.6967		467		13		87		446
63		48.7545		467		14		86		447
63		48.8572		466		13		87		447
63		48.8814		466		14		86		448
63		48.9149		465		13		87		448
63		48.9773		464		12		88		448
63		49.0406		463		11		89		448
63		49.0454		462		10		90		448
63		49.0914		462		11		89		449
63		49.1204		462		12		88		450
63		49.1463		461		11		89		450
63		49.4097		461		12		88		451
63		49.6229		460		11		89		451
63		49.6846		459		10		90		451
63		49.7565		459		11		89		452
63		49.8274		460		12		88		452
63		49.8462		461		13		87		452
63		49.8855		461		14		86		453
63		49.8976		460		13		87		453
63		49.9358		459		12		88		453
63		50.0236		458		11		89		453
64		0		1000		100		0		0
64		0.000282667		999		99		1		0
64		0.00129269		998		98		2		0
64		0.00497994		997		97		3		0
64		0.009021		996		96		4		0
64		0.0198886		995		95		5		0
64		0.0247975		994		94		6		0
64		0.0300332		993		93		7		0
64		0.0351297		992		92		8		0
64		0.054294		991		91		9		0
64		0.0773091		990		90		10		0
64		0.0825072		989		89		11		0
64		0.0851784		988		88		12		0
64		0.0852832		987		87		13		0
64		0.106023		986		86		14		0
64		0.115711		985		85		15		0
64		0.124904		984		84		16		0
64		0.127379		983		83		17		0
64		0.135863		982		82		18		0
64		0.140027		981		81		19		0
64		0.14162		980		80		20		0
64		0.141953		979		79		21		0
64		0.14974		978		78		22		0
64		0.158643		977		77		23		0
64		0.180085		976		76		24		0
64		0.184298		975		75		25		0
64		0.187177		974		74		26		0
64		0.193872		973		73		27		0
64		0.203524		972		72		28		0
64		0.213492		971		71		29		0
64		0.220163		970		70		30		0
64		0.229085		969		69		31		0
64		0.237127		968		68		32		0
64		0.239299		967		67		33		0
64		0.241997		966		66		34		0
64		0.248534		965		65		35		0
64		0.25618		964		64		36		0
64		0.260481		963		63		37		0
64		0.266914		962		62		38		0
64		0.271048		961		61		39		0
64		0.281791		960		60		40		0
64		0.298681		959		59		41		0
64		0.307084		958		58		42		0
64		0.312228		957		57		43		0
64		0.314697		956		56		44		0
64		0.319957		955		55		45		0
64		0.322175		955		56		44		1
64		0.337243		955		57		43		2
64		0.343607		954		56		44		2
64		0.347796		953		55		45		2
64		0.349776		952		54		46		2
64		0.366891		951		53		47		2
64		0.39208		950		52		48		2
64		0.396427		949		51		49		2
64		0.414004		950		52		48		2
64		0.421594		949		51		49		2
64		0.422078		948		50		50		2
64		0.430778		947		49		51		2
64		0.433634		946		48		52		2
64		0.439212		945		47		53		2
64		0.449428		944		46		54		2
64		0.467596		943		45		55		2
64		0.480344		942		44		56		2
64		0.480738		941		43		57		2
64		0.504386		940		42		58		2
64		0.521324		939		41		59		2
64		0.528341		938		40		60		2
64		0.538122		937		39		61		2
64		0.546128		936		38		62		2
64		0.558951		935		37		63		2
64		0.55903		934		36		64		2
64		0.576664		933		35		65		2
64		0.577558		932		34		66		2
64		0.581303		931		33		67		2
64		0.582184		931		34		66		3
64		0.630901		930		33		67		3
64		0.637115		929		32		68		3
64		0.650246		928		31		69		3
64		0.666828		927		30		70		3
64		0.683517		926		29		71		3
64		0.69422		925		28		72		3
64		0.709459		924		27		73		3
64		0.732486		923		26		74		3
64		0.733425		922		25		75		3
64		0.762115		921		24		76		3
64		0.765382		920		23		77		3
64		0.867886		919		22		78		3
64		0.873932		920		23		77		3
64		0.886487		919		22		78		3
64		0.912828		919		23		77		4
64		0.932592		918		22		78		4
64		0.970605		917		21		79		4
64		0.993774		916		20		80		4
64		1.02759		916		21		79		5
64		1.02828		915		20		80		5
64		1.03417		914		19		81		5
64		1.03765		913		18		82		5
64		1.06962		912		17		83		5
64		1.07186		911		16		84		5
64		1.09515		910		15		85		5
64		1.13262		909		14		86		5
64		1.17197		908		13		87		5
64		1.21648		908		14		86		6
64		1.25061		907		13		87		6
64		1.29064		906		12		88		6
64		1.33278		905		11		89		6
64		1.34232		904		10		90		6
64		1.34642		903		9		91		6
64		1.39228		902		8		92		6
64		1.51614		903		9		91		6
64		1.52097		902		8		92		6
64		1.56807		902		9		91		7
64		1.60686		902		10		90		8
64		1.7032		901		9		91		8
64		1.71962		900		8		92		8
64		1.72286		899		7		93		8
64		1.75363		899		8		92		9
64		1.76565		898		7		93		9
64		1.80405		897		6		94		9
64		1.81997		896		5		95		9
64		1.83945		895		4		96		9
64		1.88571		895		5		95		10
64		1.93965		896		6		94		10
64		1.9603		895		5		95		10
64		1.99955		894		4		96		10
64		2.00637		895		5		95		10
64		2.03468		894		4		96		10
64		2.23792		895		5		95		10
64		2.24225		896		6		94		10
64		2.25469		896		7		93		11
64		2.26167		895		6		94		11
64		2.32856		895		7		93		12
64		2.35607		895		8		92		13
64		2.3887		894		7		93		13
64		2.40544		894		8		92		14
64		2.42562		894		9		91		15
64		2.44553		894		10		90		16
64		2.48872		893		9		91		16
64		2.57387		894		10		90		16
64		2.59304		893		9		91		16
64		2.59826		892		8		92		16
64		2.63586		891		7		93		16
64		2.70326		892		8		92		16
64		2.73523		891		7		93		16
64		2.81866		890		6		94		16
64		2.86464		889		5		95		16
64		2.92869		890		6		94		16
64		2.92896		889		5		95		16
64		2.92928		889		6		94		17
64		2.92988		889		7		93		18
64		2.94875		889		8		92		19
64		2.94928		889		9		91		20
64		3.00352		889		10		90		21
64		3.0096		889		11		89		22
64		3.03672		888		10		90		22
64		3.09755		887		9		91		22
64		3.16149		887		10		90		23
64		3.21105		886		9		91		23
64		3.22559		887		10		90		23
64		3.24137		886		9		91		23
64		3.33688		886		10		90		24
64		3.33749		885		9		91		24
64		3.34242		885		10		90		25
